"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Prediction and analysis of ship traffic flow based on a space-time graph traffic computing framework","L. Zhaoxuan; M. Qiang; L. Yong; W. Peng; Y. Yang; H. Wenlong","Beijing University of Technology, Beijing, China; Jimei University, Xiamen, China; Beijing University of Technology, Beijing, China; Institute of computing technology, Chinese Academy of Science, Beijing, China; Jimei University, Xiamen, China; Hifleet co., Shanghai, China","2022 IEEE 20th International Conference on Embedded and Ubiquitous Computing (EUC)","4 Apr 2023","2022","","","28","35","Port traffic flow modeling based on big data is an important research direction in the shipping field, having the task of traffic forecasting for ports worldwide. Graph neural networks have a strong ability to capture the spatial topology characteristics and may be combined with recurrent neural networks or dilated convolution methods in time series prediction, producing a large number of spatiotemporal graph convolution models. Such models have been widely and successfully applied in traffic forecasting. Differing from urban traffic flow data, the statistical time span of port vessel flow and throughput data is large, its spatial span is wide, and the data experience significant fluctuations. Consequently, certain spatiotemporal graph convolution traffic prediction models are unsuitable for shipping scenarios. To address this shortcoming, we have created a unique port flow dataset based on automatic identification system (AIS) and port geographic data. Using theoretical analysis and experimental comparison, we have determined the most appropriate model for shipping predictions based on existing spatiotemporal graph models and have proposed model optimization recommendations for the maritime domain. Our experiment based on an open source traffic forecasting framework to compare the results of multiple existing spatiotemporal graph models under fair conditions with the central ports of Rotterdam, Shanghai, Boston, and Singapore. The results show that Graph WaveNet exhibits better performance in shipping scenarios.","","979-8-3503-9635-5","10.1109/EUC57774.2022.00014","Beijing University of Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10086120","Ship big data;AIS data;graph neural network;time series forecast","Analytical models;Recurrent neural networks;Convolution;Computational modeling;Predictive models;Seaports;Transformers","Big Data;convolutional neural nets;graph neural networks;graph theory;neural nets;recurrent neural nets;road traffic;sea ports;ships;time series;traffic engineering computing","big data;central ports;dilated convolution methods;Graph neural networks;Graph WaveNet;model optimization recommendations;multiple existing spatiotemporal graph models;open source traffic forecasting framework;port geographic data;port traffic flow;port vessel flow;recurrent neural networks;ship traffic flow;shipping field;shipping predictions;shipping scenarios;space-time graph traffic computing framework;spatial span;spatial topology characteristics;spatiotemporal graph convolution models;spatiotemporal graph convolution traffic prediction models;statistical time span;throughput data;time series prediction;unique port flow dataset;urban traffic flow data","","1","","19","IEEE","4 Apr 2023","","","IEEE","IEEE Conferences"
"Predictive Analysis of Parking Demand Based on Time Series Model","P. Duan; F. Bao; H. Wen","School of Economic and Management, Xidian University, Xi'an, China; Business Department, Mingya insurance brokers, Shenzhen, China; School of Economic and Management, Xidian University, Xi'an, China","2022 International Conference on Computing, Robotics and System Sciences (ICRSS)","3 Apr 2023","2022","","","78","81","This paper discusses the contradiction between insufficient parking supply and rising parking demand, and analyzes the relevant indicators of parking demand. Based on the ARMA model, the short-term parking demand is predicted and the validity of the parking demand is verified. Predicted results can be used to make correct vehicle guidance and parking decisions.","","978-1-6654-6403-1","10.1109/ICRSS57469.2022.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10086487","Parking demand;Time series;Carbon emission;Arma model","Analytical models;Computational modeling;Time series analysis;Predictive models;Predictive analytics;Robots","autoregressive moving average processes;forecasting theory;road traffic;road vehicles;time series","ARMA model;parking decisions;parking supply;predictive analysis;short-term parking demand;time series model;vehicle guidance","","","","10","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"An Ultra-Short-Term and Short-Term Wind Power Forecasting Approach Based on Optimized Artificial Neural Network with Time Series Reconstruction","L. Zha; D. Jiang","WeiYang College, Tsinghua University, Beijing, China; Department of Energy and Power Engineering, Tsinghua University, Beijing, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","2068","2073","Wind power forecasting (WPF) is crucial for grid dispatch and effective collection of wind power. In recent years, deep learning such as multi-layer perception (MLP) has been widely adopted in WPF. This paper proposes a novel ultra-short-term and short-term WPF approach based on optimized artificial neural network (ANN) with time series reconstruction (TSR) method. Z-scored method is adopted to preprocess the dataset measured from a wind farm. TSR is proposed and used to generate model inputs. An optimized ANN-based model with MLP architecture is introduced, and momentum algorithm and decaying learning rate are proposed for model optimization. Repeated trainings are performed to obtain the optimal model. The proposed approach is validated on the test case of a wind farm in China. The results obtained prove that the optimized ANN-based model and TSR can both effectively improve the accuracy of ultra-short-term and short-term WPF.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082352","artificial neural network;multi-layer perception;time series reconstruction;momentum algorithm;wind power forecasting","Training;Adaptation models;Solid modeling;Time series analysis;Artificial neural networks;Wind power generation;Wind farms","deep learning (artificial intelligence);multilayer perceptrons;optimisation;power engineering computing;power generation planning;time series;wind power;wind power plants","China;decaying learning rate;deep learning;MLP architecture;model optimization;momentum algorithm;multilayer perception;optimal model;optimized ANN-based model;optimized artificial neural network;time series reconstruction method;TSR;wind farm;wind power forecasting approach;WPF approach;Z-scored method","","","","18","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"Carbon Price Prediction of LSTM Method Based on Attention Mechanism","X. Luo; R. Yu; Y. Guo; H. Jia; D. Liu","Sichuan Energy Internet Research Institute, Tsinghua University, Beijing, China; Institute of Energy, Environment and Economy, Tsinghua University, Beijing, China; School of Economics and Management, North China Electric Power University, Beijing, China; School of Economics and Management, North China Electric Power University, Beijing, China; School of Economics and Management, North China Electric Power University, Beijing, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","2198","2202","With the proposal of double carbon target, carbon market has gradually become the focus of people’s attention, and accurate prediction of carbon price can help people better understand the dynamics of carbon market and allocate carbon emission quota reasonably. This paper carries out relevant research based on attention mechanism and long short-term memory (LSTM) network, and proposes a carbon price prediction model based on attention mechanism to improve LSTM method. This model can distinguish the importance of information, and in this way, important features in time series data can be obtained for prediction to improve the accuracy. Then, this paper takes the carbon price data of European Energy Exchange as an example to verify the performance of the model, and compares prediction results of the proposed model with those of other common forecasting models. The results show that the carbon price prediction model proposed in this paper has better fitting effect.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082179","carbon price prediction;attention mechanism;long short-term memory;combinatorial model","Training;Energy exchange;Time series analysis;Europe;Carbon dioxide;Predictive models;Data models","environmental economics;power engineering computing;pricing;recurrent neural nets;time series","attention mechanism;carbon emission quota;carbon market;carbon price data;carbon price prediction model;double carbon target;LSTM method;short-term memory network","","","","18","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"A Hybrid VMD-Based ARIMA-LSTM Model for Day-ahead PV Prediction and Uncertainty Analysis","J. Yang; T. Wu; K. Wang; R. Wen","College of Electrical, Engineering Northwest Minzu University, Lanzhou, China; College of Electrical, Engineering Northwest Minzu University, Lanzhou, China; College of Electrical, Engineering Northwest Minzu University, Lanzhou, China; College of Electrical, Engineering Northwest Minzu University, Lanzhou, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","2009","2014","With the rapid growth of PV power system, PV power prediction is important for optimal operation and control of power grid connection. A novel efficient two-stage prediction approach is proposed to quantify the fluctuant range and uncertainty of PV power output. A hybrid model integrated ARIMA with LSTM based on temporal attention mechanism is proposed for point prediction in the first stage. In order to get a more accurate forecasting result, variational mode decomposition (VMD) with sample entropy (SE) is developed to decompose the original PV power and decide which model is used to predict for the decomposed sub-series. In the second stage, nonparametric kernel density estimation method is applied to generate prediction intervals (PIs) of the deterministic forecasting error without assuming the probability distribution. A practical case in southwest China is simulated. The results show that the performance of proposed model is best under 3 weather types.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082371","Northwest Minzu University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082371","PV power prediction;ARIMA;LSTM;attention mechanism;prediction intervals","Uncertainty;Estimation;Predictive models;Data models;Power grids;Probability distribution;Forecasting","autoregressive moving average processes;entropy;forecasting theory;load forecasting;photovoltaic power systems;power engineering computing;power generation planning;power grids;probability;recurrent neural nets;regression analysis;time series","accurate forecasting result;day-ahead PV prediction;fluctuant range;hybrid model;hybrid VMD-based ARIMA-LSTM model;nonparametric kernel density estimation method;novel efficient two-stage prediction approach;optimal operation;original PV power;point prediction;power grid connection;prediction intervals;PV power output;PV power prediction;PV power system;temporal attention mechanism;uncertainty analysis;variational mode decomposition","","","","13","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"A Transformer Based Method with Wide Attention Range for Enhanced Short-term Load Forecasting","B. Jiang; Y. Liu; H. Geng; H. Zeng; J. Ding","Department of Automation, Tsinghua University, Beijing, China; Institute of Process Equipment, Zhejiang University of Technology, Hangzhou, China; Department of Automation, Tsinghua University, Beijing, China; Electric Power Research Institute, Guizhou Power Grid Co., Ltd, Guiyang, China; Electric Power Research Institute, Guizhou Power Grid Co., Ltd, Guiyang, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","1684","1690","Short-term Load Forecasting (STLF) is important for the operational security and economics of power system. However, the existing Short-term Load Forecasting Models (SLFMs) generally consider the temporal dependency as static. Meanwhile, the load characteristics of periodic soft alignment and planed are ignored. Those neglect limits the STLF accuracy. In this paper, a Transformer based Short-term Load Forecasting Model (TSLFM) considering dynamic temporal dependency, periodic soft alignment and future information was proposed. Based on the encoder-decoder structure, TSLFM can be easily modified to satisfy different forecast ranges. Besides, the attention mechanism is employed in Transformer, TSLFM can capture the dynamic temporal dependency and realize periodic soft alignment. Additionally, TSLFM expands the attention range to combine historical and future information to infer the planed load. The results from two empirical studies in Switzerland and China suggest that: 1) TSLFM has good forecast performance (the maximum improvement of MAPE is 15.78% and 14.07%, and the minimum improvement is 8.49%, 8.99%, respectively) and can satisfy the high requirements for STLF, and 2) the attention maps further verify that TSLFM can consider dynamic temporal dependency, periodic soft alignment and future information.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082249","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082249","Short-term load forecasting;Transformer;attention mechanism;dynamic temporal dependency;periodic soft alignment","Load forecasting;Biological system modeling;Energy;Power system dynamics;Time series analysis;Predictive models;Transformers","load forecasting;neural nets;power engineering computing;power system economics;power system security","attention mechanism;China;dynamic temporal dependency;encoder-decoder structure;load characteristics;MAPE;operational security;periodic soft alignment;STLF;Switzerland;transformer based method;transformer based short-term load forecasting model;TSLFM","","","","15","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"Comparison and Evaluation of Multiple Neural Network Models in Wind Power Generation Forecasting","J. Luo; J. Hao; Y. Yang; F. Hong; X. Wang; Z. Ge","Key Laboratory of Power Station Energy Transfer Conversion, Ministry of Education, School of Energy Power and Mechanical Engineering, North China Electric Power University, Beijing, China; Key Laboratory of Power Station Energy Transfer Conversion, Ministry of Education, School of Energy Power and Mechanical Engineering, North China Electric Power University, Beijing, China; Key Laboratory of Power Station Energy Transfer Conversion, Ministry of Education, School of Energy Power and Mechanical Engineering, North China Electric Power University, Beijing, China; The State Key Laboratory of Alternate Electric Power System With Renewable Energy Sources, North China Electric Power University, Beijing, China; Key Laboratory of Power Station Energy Transfer Conversion, Ministry of Education, School of Energy Power and Mechanical Engineering, North China Electric Power University, Beijing, China; Key Laboratory of Power Station Energy Transfer Conversion, Ministry of Education, School of Energy Power and Mechanical Engineering, North China Electric Power University, Beijing, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","2087","2092","This paper constructs the prediction models of three neural networks: full connected, Recurrent Neural Networks (RNN) and Long Short-Term Memory network (LSTM). The actual wind power output is taken as the experimental data for prediction and analysis. Through multi-angle quantitative comparison, it is found that the three methods can achieve an accuracy rate of more than 95% and a qualification rate (relative error less than 15%) of more than 98%. The training rounds of the fully connected neural network are much higher than those of the other two methods. The LSTM has a strong single training ability. The researchers can select the appropriate super parameters on a small number of data sets to obtain an ideal learning effect quickly.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082416","power forecasting;deep neural network;fully connected neural network;RNN;LSTM","Training;Recurrent neural networks;Time series analysis;Wind power generation;Predictive models;Internet;Tuning","power engineering computing;recurrent neural nets;wind power;wind power plants","long short-term memory network;LSTM;multiple neural network models;qualification rate;recurrent neural networks;RNN;wind power generation","","","","18","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"Machine Learning Based Predictive Analytics For Agriculture Inventory Management System","N. P. Kumar; S. Bhaskar; S. P. Srinidhi; D. Shashank; S. G. Karanam","Information Science & Engineering, RV Institute of Technology & Management, Bengaluru, India; Computer Science & Engineering, BNM Institute of Technology, Bengaluru, India; Computer Science & Engineering, BNM Institute of Technology, Bengaluru, India; Computer Science & Engineering, BNM Institute of Technology, Bengaluru, India; Computer Science & Engineering, BNM Institute of Technology, Bengaluru, India","2022 Fourth International Conference on Cognitive Computing and Information Processing (CCIP)","31 Mar 2023","2022","","","1","7","When the globe was hit by the vicious Covid 19 pandemic, multiple industries faced the virus's wrath and that included the agricultural warehouse industry. Consequently, many warehouses which had received large shipment stocks of agricultural products were never to be used again as it had reached its expiration date. This led to major losses for the agricultural warehouses as well as losses in crops for farmers and large scale agriculturists. The main objective of this paper is to build a model which utilises 3 heavy-weight algorithms (Seasonal Autoregressive Integrated Moving Average - SARIMA, Long short term memory - LSTM and Holt Winters) and predicts the agricultural needs of retailers and consumers based on previous data from different warehouses. Deploying this system will not help in the regulation of goods in warehouses but will also aid in maximizing the profits and minimizing the losses for warehouses. The algorithm with the least MAE(Mean Absolute Error) value will be considered for forecasting the sales of the aforementioned product.","","978-1-6654-5648-7","10.1109/CCIP57447.2022.10058690","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10058690","Forecasting analysis;Holt Winters;LSTM;MAE;SARIMA;Time series algorithms;Warehouse Management","Adaptation models;Pandemics;Time series analysis;Predictive models;Prediction algorithms;Regulation;Behavioral sciences","agricultural products;agriculture;autoregressive moving average processes;crops;diseases;epidemics;forecasting theory;inventory management;learning (artificial intelligence);recurrent neural nets;regression analysis;time series","3 heavy-weight algorithms;agricultural products;agricultural warehouse industry;agricultural warehouses;agriculture inventory management system;different warehouses;expiration date;Long short term memory - LSTM;multiple industries;predictive analytics;scale agriculturists;Seasonal Autoregressive Integrated Moving Average - SARIMA;shipment stocks;virus","","","","8","IEEE","31 Mar 2023","","","IEEE","IEEE Conferences"
"Omicron Case Prediction using Machine Learning","A. Kumar; Alpana; M. Arora","Computer Science & Technology, Manav Rachna University, Faridabad, Haryana, India; Computer Science & Technology, Manav Rachna University, Faridabad, Haryana, India; Computer Science & Technology, Manav Rachna University, Faridabad, Haryana, India","2022 Second International Conference on Next Generation Intelligent Systems (ICNGIS)","30 Mar 2023","2022","","","1","5","It's been over two years that the world has been dealing with the novel Coronavirus Disease 2019 (COVID-19). It has rocked the world in the face of another major outbreak. Countries have undergone various lockdowns & curfews in their own ways, which certainly has impacted our daily lives. COVID-19 has undergone various mutations till now. It is responsible for the spikes in COVID-19 cases across the world. The latest variant “Omicron”., labeled as B.1.1.529, has been marked as a Variant of Concern by the World Health Organization (WHO). It has been proven to be the most infectious, but less deadly as of now. This paper attempts to propose an analysis and prediction of Omicron daily cases in India using SARIMA & Exponential Smoothing Machine Learning models. Both of these machine learning models are based on the time series forecasting concept and rely on previous data to predict future outcomes.","","978-1-6654-6792-6","10.1109/ICNGIS54955.2022.10079756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079756","COVID-19;Omicron;Prediction;Machine Learning;Exponential Forecasting;SARIMA Model","COVID-19;Smoothing methods;Time series analysis;Machine learning;Organizations;Predictive models;Market research","diseases;epidemics;learning (artificial intelligence);medical computing;time series","COVID-19 cases;India using SARIMA & Exponential Smoothing Machine Learning models;latest variant Omicron;lockdowns & curfews;novel Coronavirus Disease 2019;Omicron case prediction;Omicron daily cases;outbreak;World Health Organization","","","","34","IEEE","30 Mar 2023","","","IEEE","IEEE Conferences"
"Day-ahead Wind Power Prediction using Optimised XGBoost and Correlation Analysis based Noise Reduction Technique","N. Das; S. Deb; A. K. Goswami","Dept. of Electrical Engineering, N.I.T. Silchar, Silchar, India; Dept. Of Electrical Engineering, Mizoram University, Aizawl, India; Dept. of Electrical Engineering, N.I.T. Silchar, Silchar, India","2022 IEEE International Conference on Power Electronics, Drives and Energy Systems (PEDES)","30 Mar 2023","2022","","","1","6","As the integration of Renewable energy into electrical energy network is increasing, accurate forecast of wind power output has become one of the major areas of research in electrical engineering in recent years. The intermittent nature of wind makes wind power foresting a challenge. Among most of the traditional predictive models, artificial intelligence and machine learning techniques have mostly been tried out in this task. In this work two correlation analysis techniques-Pearson's Correlation and Spearman's Correlation have been employed for feature selection and noise reduction before using the dataset for prediction. Wind power prediction was performed using Extreme Gradient Boosted trees (XGBoost). The model result was further improved as Exhaustive grid search (EGS) method was applied to find out the optimal values of hyper-parameters. The model accuracy has been evaluated by two evaluation indexes, such as Mean Absolute Percentage Error (MAPE) and Root Mean Squared Error (RMSE). With accurate forecasting of wind energy generation, it will aid the energy sector in grid planning and managing the stability of network.","","978-1-6654-5566-4","10.1109/PEDES56012.2022.10079973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079973","Renewable Energy Sources (RES);Extreme Gradient Boosted Trees (XGBoost);Exhaustive Grid Search (EGS);Multivariate Time Series Forecasting (MVTS)","Renewable energy sources;Correlation;Time series analysis;Noise reduction;Wind power generation;Predictive models;Prediction algorithms","feature selection;mean square error methods;neural nets;optimisation;power engineering computing;power generation planning;power grids;power system stability;search problems;supervised learning;wind power plants","artificial intelligence;correlation analysis based noise reduction technique;day-ahead wind power forecasting;EGS;electrical energy network;electrical engineering;energy sector;exhaustive grid search method;extreme gradient boosted trees;feature selection;grid planning;machine learning techniques;MAPE;mean absolute percentage error;network stability;optimised xgboost analysis;Pearson correlation techniques;renewable energy;RMSE;root mean squared error;Spearman correlation;wind energy generation","","","","18","IEEE","30 Mar 2023","","","IEEE","IEEE Conferences"
"The Study on a Practical Method for Distributed Photovoltaic Capacity Forecasting","R. Huang; X. Wang; F. Fei; H. Li; Y. Jiang; Y. Zhang","Grid Shanghai Electric Power Company Economic and Technical, Shanghai, China; Grid Shanghai Electric Power Company Economic and Technical, Shanghai, China; Grid Shanghai Electric Power Company Economic and Technical, Shanghai, China; Grid Shanghai Electric Power Company Economic and Technical, Shanghai, China; Grid Shanghai Electric Power Company Economic and Technical, Shanghai, China; Electrical Power Engineering, Shanghai University of Electric Power, Shanghai, China","2022 3rd International Conference on Advanced Electrical and Energy Systems (AEES)","29 Mar 2023","2022","","","408","412","With the rapid development of distributed photovoltaic (PV), the prediction of the installed scale and generation power of distributed PV plays an important role in studying the impact of PV on the power grid. The paper proposes a method for forecasting the installed capacity of distributed PV which takes into account the impact of changes in the return on investment (ROI) of the distributed PV. Case Study takes Shanghai as an example and estimates its distributed PV installation potential and forecasts the installation scale in the next few years.","","978-1-6654-7208-1","10.1109/AEES56284.2022.10079352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079352","roof distributed photovoltaics;logistic model;installed capacity forecasting","Photovoltaic systems;Adaptation models;Correlation;Time series analysis;Distributed databases;Predictive models;Data models","cost-benefit analysis;investment;photovoltaic power systems;power generation economics;power generation planning;power grids","distributed photovoltaic capacity forecasting;distributed PV installation potential;generation power grid;installation scale;return on investment;ROI","","","","12","IEEE","29 Mar 2023","","","IEEE","IEEE Conferences"
"Solar PV Power Forecasting with a Hybrid LSTM-AdaBoost Ensemble","F. Kyeremeh; F. Zhi; Y. Yi; E. Gyamfi; I. K. Nti","Nanjing Tech University, Nanjing, China; College of Electrical Engineering and Control Science, Nanjing Tech University, Nanjing, China; College of Electrical Engineering and Control Science, Nanjing Tech University, Nanjing, China; School of Computer Science, University College Dublin, Dublin, Ireland; School of Information Technology, University of Cincinnati, OH, USA","2022 IEEE/IET International Utility Conference and Exposition (IUCE)","29 Mar 2023","2022","","","1","7","Smart grids aim at achieving unprecedented flexibility in energy management and a resilient quality of supply. However, the inclusion of variable renewable energy (RE) generation units makes the realization of a resilient supply a challenging one. One of the solutions to the achievement of the goal is the ability to predict or forecast power generation as accurately as possible from the various RE in the grid. Despite extensive research on the subject, RE generation forecasting still remains a challenge, and research is ongoing to achieve a near-perfect and efficient prediction. Deep Neural Network (DNN) algorithms have performed efficiently in areas like speech recognition, image classification, as well as forecasting tasks, such as economic time series, but have been sparsely applied in renewable energy power forecasting. This paper proposes a hybrid long short term memory (LSTM)-Adaboost ensemble method for solar power generation forecasting. It also does a comparative study of different LSTM configurations tested on solar PV data from Germany. In particular, the work in this paper looks at how well the LSTM-AdaBoost ensemble model predicts solar power compared to machine learning methods that do not use ensembles.","","978-1-6654-5551-0","10.1109/IUCE55902.2022.10079424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079424","AdaBoost;Deep neural networks;ensemble learning;long short-term memory;multilayer perceptron;neural networks;renewable energy forecasting;solar PV","Deep learning;Renewable energy sources;Neural networks;Time series analysis;Speech recognition;Hybrid power systems;Ensemble learning","deep learning (artificial intelligence);photovoltaic power systems;power engineering computing;power generation planning;recurrent neural nets;smart power grids;solar power;time series","deep neural network algorithms;economic time series;energy management;generation units;hybrid long short term memory-Adaboost ensemble method;hybrid LSTM-AdaBoost ensemble;LSTM configurations;LSTM-AdaBoost ensemble model;power generation prediction;renewable energy power forecasting;resilient supply;smart grids;solar power generation forecasting;solar PV data;solar PV power forecasting;variable renewable energy","","","","14","IEEE","29 Mar 2023","","","IEEE","IEEE Conferences"
"Key Factor Selection Transformer for Multivariate Time Series Forecasting","J. Hu; Z. Liu","College of Computer Science and Electronic Engineering Hunan University, Changsha, China; College of Computer Science and Electronic Engineering Hunan University, Changsha, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","28 Mar 2023","2022","","","785","792","Multivariate time series forecasting has a wide range of applications in transportation, meteorology, finance, etc. Multivariate time series include time-varying target series, exogenous time series and static data series. With the continuous expansion of dimension and scale, multiple exogenous time series can affect the target series in different degrees, and the time dependencies within different series become more complex. However, the previous researches neglect to efficiently identify the key factors and the temporal change information while learning historical time series. In order to solve the problem, we designed Key Factor Selection Transformer. It has three notable features: (i) A two-stage key factor identification-selection mechanism based on variable selection network and Prob-sparse self-attention, emphasizing the influence of key factors on prediction results. (ii) Use GRU network and self-attention mechanism to effectively learn local information and long-term correlation of historical time series. (iii) A new objective function, used to guide the learning of temporal change information. Experimental results on 4 real datasets show that our method significantly improve the prediction performance, providing a new solution to the multivariate time series forecasting problem.","","979-8-3503-1993-4","10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074797","time-series forecasting;deep learning;attention mechanism","Smart cities;Input variables;Time series analysis;Transportation;Predictive models;Transformers;Linear programming","forecasting theory;learning (artificial intelligence);recurrent neural nets;time series","different series;Key Factor Selection Transformer;learning historical time series;multiple exogenous time series;multivariate time series forecasting problem;static data series;temporal change information;time dependencies;time-varying target series;two-stage key factor identification-selection mechanism","","","","24","IEEE","28 Mar 2023","","","IEEE","IEEE Conferences"
"Evaluating BERT on cloud-edge time series forecasting and sentiment analysis via prompt learning","Q. Li; X. Li; Y. Song; M. Zhang; L. Chen; G. Wang; Y. Du","School of Computer and Software Engineering, Xihua University, Chengdu, China; School of Computer and Software Engineering, Xihua University, Chengdu, China; School of Computer and Software Engineering, Xihua University, Chengdu, China; School of Computer and Software Engineering, Xihua University, Chengdu, China; School of Computer and Software Engineering, Xihua University, Chengdu, China; School of Computer and Software Engineering, Xihua University, Chengdu, China; School of Computer and Software Engineering, Xihua University, Chengdu, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","28 Mar 2023","2022","","","135","142","Existing pre-trained language models (PTLMs), like BERT, have shown their powerful ca-pabilities in many natural language processing tasks. In sequence analysis, such as time series forecasting, anomaly detection, and sentiment analysis, PTLMs have also achieved new state-of-the-art results. However, does this mean that PTLMs know sequence analysis? This paper explores whether BERT pre-trained on a large amount of data contains knowledge of sequence analysis. Specifically, we adopt prompt learning to see whether BERT will achieve good results on cloud-edge time series forecasting and sentiment analysis tasks. For the cloud-edge time series forecasting task, we give BERT some regular cloud-edge data and let it predict the features of the next time step; For the sentiment analysis task, we give BERT some sentence with sentiment and ask it what sentiment these sen-tences carry. Our experimental results reveal that: (1) BERT performs not well on the cloud-edge time series forecasting task, which means the logical reasoning of BERT is not good; (2) for sentiment analysis task, BERT with the prompt template performs poorly on both English and Chinese datasets; and (3) for sentiment analysis task, BERT appears to be more likely to perceive the text as carrying positive sentiment.","","979-8-3503-1993-4","10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00051","National Natural Science Foundation of China(grant numbers:61802316,61872298,61902324); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074780","pre-trained language models;BERT;time series forecasting;sentiment analysis;prompt learning","Sentiment analysis;Sequences;Fault detection;Bit error rate;Time series analysis;Predictive models;Cognition","data mining;learning (artificial intelligence);natural language processing;sentiment analysis;text analysis;time series","BERT performs;cloud-edge time series forecasting task;existing pre-trained language models;natural language processing tasks;prompt learning;PTLMs;regular cloud-edge data;sentiment analysis task;sequence analysis","","","","33","IEEE","28 Mar 2023","","","IEEE","IEEE Conferences"
