Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Investigation of the accuracy of linear and nonlinear time series models in modeling and forecasting of pan evaporation in IRAN","Arabian Journal of Geosciences","","13","2","10.1007/s12517-019-5031-7","Morteza ShimiMohsen NajjarchiKeivan KhaliliEmadadin HezaveiSeyed Mohammad Mirhoseyni","2020","http://link.springer.com/article/10.1007/s12517-019-5031-7","Article"
"Fuzzy transfer learning in time series forecasting for stock market prices","Soft Computing","","26","14","10.1007/s00500-021-06648-7","Shanoli Samui PalSamarjit Kar","2022","http://link.springer.com/article/10.1007/s00500-021-06648-7","Article"
"Time Series SARIMA Modelling and Forecasting of Monthly Rainfall and Temperature in the South Asian Countries","Earth Systems and Environment","","5","3","10.1007/s41748-021-00205-w","Soumik RaySoumitra Sankar DasPradeep MishraAbdullah Mohammad Ghazi Al Khatib","2021","http://link.springer.com/article/10.1007/s41748-021-00205-w","Article"
"Epidemiological and time series analysis of haemorrhagic fever with renal syndrome from 2004 to 2017 in Shandong Province, China","Scientific Reports","","9","1","10.1038/s41598-019-50878-7","Chao ZhangXiao FuYuanying ZhangCuifang NieLiu LiHaijun CaoJunmei WangBaojia WangShuying YiZhen Ye","2019","http://link.springer.com/article/10.1038/s41598-019-50878-7","Article"
"A novel multi-step forecasting strategy for enhancing deep learning models’ performance","Neural Computing and Applications","","34","22","10.1007/s00521-022-07158-9","Ioannis E. LivierisPanagiotis Pintelas","2022","http://link.springer.com/article/10.1007/s00521-022-07158-9","Article"
"Opioid Prescribing in Canada following the Legalization of Cannabis: A Clinical and Economic Time-Series Analysis","Applied Health Economics and Health Policy","","19","4","10.1007/s40258-021-00638-4","George DranitsarisCarlo DeAngelisBlake PearsonLaura McDermottBernd Pohlmann-Eden","2021","http://link.springer.com/article/10.1007/s40258-021-00638-4","Article"
"Novel features for time series analysis: a complex networks approach","Data Mining and Knowledge Discovery","","36","3","10.1007/s10618-022-00826-3","Vanessa Freitas SilvaMaria Eduarda SilvaPedro RibeiroFernando Silva","2022","http://link.springer.com/article/10.1007/s10618-022-00826-3","Article"
"A Novel Stochastic Seasonal Fuzzy Time Series Forecasting Model","International Journal of Fuzzy Systems","","20","3","10.1007/s40815-017-0385-z","Hilal GuneyMehmet Akif BakirCagdas Hakan Aladag","2018","http://link.springer.com/article/10.1007/s40815-017-0385-z","Article"
"Time series forecasting based on wavelet decomposition and feature extraction","Neural Computing and Applications","","28","1","10.1007/s00521-016-2306-8","Tianhong LiuHaikun WeiChi ZhangKanjian Zhang","2017","http://link.springer.com/article/10.1007/s00521-016-2306-8","Article"
"A new hybrid method for time series forecasting: AR–ANFIS","Neural Computing and Applications","","29","3","10.1007/s00521-016-2475-5","Busenur SarıcaErol EğrioğluBarış Aşıkgil","2018","http://link.springer.com/article/10.1007/s00521-016-2475-5","Article"
"A non-parametric model for fuzzy forecasting time series data","Computational and Applied Mathematics","","40","4","10.1007/s40314-021-01534-2","Gholamreza HesamianMohammad Ghasem Akbari","2021","http://link.springer.com/article/10.1007/s40314-021-01534-2","Article"
"Landslide displacement prediction based on time series analysis and data assimilation with hydrological factors","Arabian Journal of Geosciences","","13","12","10.1007/s12517-020-05452-1","Jing WangGuigen NieChanghu Xue","2020","http://link.springer.com/article/10.1007/s12517-020-05452-1","Article"
"An Ensemble Model of Arima and Ann with Restricted Boltzmann Machine Based on Decomposition of Discrete Wavelet Transform for Time Series Forecasting","Journal of Systems Science and Systems Engineering","","27","5","10.1007/s11518-018-5390-8","Warut PannakkongSongsak SriboonchittaVan-Nam Huynh","2018","http://link.springer.com/article/10.1007/s11518-018-5390-8","Article"
"A case study comparing machine learning with statistical methods for time series forecasting: size matters","Journal of Intelligent Information Systems","","59","2","10.1007/s10844-022-00713-9","Vitor CerqueiraLuis TorgoCarlos Soares","2022","http://link.springer.com/article/10.1007/s10844-022-00713-9","Article"
"A comprehensive study and performance analysis of deep neural network-based approaches in wind time-series forecasting","Journal of Reliable Intelligent Environments","","9","2","10.1007/s40860-021-00166-x","Md. Mijanur RahmanMohammad ShakeriFatema KhatunSieh Kiong TiongAmmar Ahmed AlkahtaniNurul Asma SamsudinNowshad AminJagadeesh PasupuletiMohammad Kamrul Hasan","2023","http://link.springer.com/article/10.1007/s40860-021-00166-x","Article"
"Forecasting of Fuzzy Time Series Based on the Concept of the Nearest Fuzzy Sets and Tensor Models of Time Series","Cybernetics and Systems Analysis","","59","1","10.1007/s10559-023-00551-9","Yu. M. MinaevO. Yu. FilimonovaYu. I. Minaeva","2023","http://link.springer.com/article/10.1007/s10559-023-00551-9","Article"
"Intuitionistic fuzzy time series functions approach for time series forecasting","Granular Computing","","6","3","10.1007/s41066-020-00220-8","Eren BasUfuk YolcuErol Egrioglu","2021","http://link.springer.com/article/10.1007/s41066-020-00220-8","Article"
"NDVI Forecasting Model Based on the Combination of Time Series Decomposition and CNN – LSTM","Water Resources Management","","37","4","10.1007/s11269-022-03419-3","Peiqiang GaoWenfeng DuQingwen LeiJuezhi LiShuaiji ZhangNing Li","2023","http://link.springer.com/article/10.1007/s11269-022-03419-3","Article"
"Data Analysis and Forecasting of the COVID-19 Spread: A Comparison of Recurrent Neural Networks and Time Series Models","Cognitive Computation","","","","10.1007/s12559-021-09885-y","Daniela A. Gomez-CraviotoRamon E. Diaz-RamosFrancisco J. Cantu-OrtizHector G. Ceballos","2021","http://link.springer.com/article/10.1007/s12559-021-09885-y","Article"
"An improved monarch butterfly optimization based multivariate fuzzy time series approach for forecasting GDP of India","Evolutionary Intelligence","","16","2","10.1007/s12065-021-00686-8","Vijayendra Vishal JhaKanushree Sandeep JajooB. K. TripathyM. A. Saleem Durai","2023","http://link.springer.com/article/10.1007/s12065-021-00686-8","Article"
"Time series forecasting of COVID-19 transmission in Asia Pacific countries using deep neural networks","Personal and Ubiquitous Computing","","27","3","10.1007/s00779-020-01494-0","Hafiz Tayyab RaufM. Ikram Ullah LaliMuhammad Attique KhanSeifedine KadryHanan AlolaiyanAbdul RazaqRizwana Irfan","2023","http://link.springer.com/article/10.1007/s00779-020-01494-0","Article"
"Forecasting Financial Time Series Using Robust Deep Adaptive Input Normalization","Journal of Signal Processing Systems","","93","10","10.1007/s11265-020-01624-0","Nikolaos PassalisJuho KanniainenMoncef GabboujAlexandros IosifidisAnastasios Tefas","2021","http://link.springer.com/article/10.1007/s11265-020-01624-0","Article"
"A Hybrid Model Equipped with the Minimum Cycle Decomposition Concept for Short-Term Forecasting of Electrical Load Time Series","Neural Processing Letters","","46","3","10.1007/s11063-017-9627-1","Zhaoshuang HeCaihong LiYulin ShenAnping He","2017","http://link.springer.com/article/10.1007/s11063-017-9627-1","Article"
"Modeling and forecasting of monthly PM2.5 emission of Paris by periodogram-based time series methodology","Environmental Monitoring and Assessment","","193","10","10.1007/s10661-021-09399-y","Yılmaz AkdiElif GölverenKamil Demirberk ÜnlüMustafa Eray Yücel","2021","http://link.springer.com/article/10.1007/s10661-021-09399-y","Article"
"Integrating big data driven sentiments polarity and ABC-optimized LSTM for time series forecasting","Multimedia Tools and Applications","","81","24","10.1007/s11042-021-11029-1","Raghavendra KumarPardeep KumarYugal Kumar","2022","http://link.springer.com/article/10.1007/s11042-021-11029-1","Article"
"Excess all-cause mortality and COVID-19 reported fatality in Iran (April 2013–September 2021): age and sex disaggregated time series analysis","BMC Research Notes","","15","1","10.1186/s13104-022-06018-y","Seyed Amir Ahmad Safavi-NainiYeganeh FarsiWalid Q. AlaliAli SolhpourMohamad Amin Pourhoseingholi","2022","http://link.springer.com/article/10.1186/s13104-022-06018-y","Article"
"On the post-hoc explainability of deep echo state networks for time series forecasting, image and video classification","Neural Computing and Applications","","34","13","10.1007/s00521-021-06359-y","Alejandro Barredo ArrietaSergio Gil-LopezIbai LañaMiren Nekane BilbaoJavier Del Ser","2022","http://link.springer.com/article/10.1007/s00521-021-06359-y","Article"
"Applications of time series analysis to investigate components of Madiyan-rood river water quality","Applied Water Science","","12","8","10.1007/s13201-022-01693-5","Maryam GhashghaieHasan EslamiKaveh Ostad-Ali-Askari","2022","http://link.springer.com/article/10.1007/s13201-022-01693-5","Article"
"High granular and short term time series forecasting of 
              
                
              
              $$\hbox {PM}_{2.5}$$
              
                
                  PM
                  
                    2.5
                  
                
              
             air pollutant - a comparative review","Artificial Intelligence Review","","55","2","10.1007/s10462-021-09991-1","Rituparna DasAsif Iqbal MiddyaSarbani Roy","2022","http://link.springer.com/article/10.1007/s10462-021-09991-1","Article"
"Time series analysis and long short-term memory neural network to predict landslide displacement","Landslides","","16","4","10.1007/s10346-018-01127-x","Beibei YangKunlong YinSuzanne LacasseZhongqiang Liu","2019","http://link.springer.com/article/10.1007/s10346-018-01127-x","Article"
"Seasonal Forecasting of Rainfall and Runoff Volumes in Riyadh Region, KSA","KSCE Journal of Civil Engineering","","22","7","10.1007/s12205-017-0726-3","Hesham FouliRabie FouliBashar BashirOumar A. Loni","2018","http://link.springer.com/article/10.1007/s12205-017-0726-3","Article"
"Pathogen seasonality and links with weather in England and Wales: a big data time series analysis","BMC Public Health","","18","1","10.1186/s12889-018-5931-6","Mark P. C. CherrieGordon NicholsGianni Lo IaconoChristophe SarranShakoor HajatLora E. Fleming","2018","http://link.springer.com/article/10.1186/s12889-018-5931-6","Article"
"Predictability of monthly temperature and precipitation using automatic time series forecasting methods","Acta Geophysica","","66","4","10.1007/s11600-018-0120-7","Georgia PapacharalampousHristos TyralisDemetris Koutsoyiannis","2018","http://link.springer.com/article/10.1007/s11600-018-0120-7","Article"
"Predicting the New Cases of Coronavirus [COVID-19] in India by Using Time Series Analysis as Machine Learning Model in Python","Journal of The Institution of Engineers (India): Series B","","102","6","10.1007/s40031-021-00546-0","Vikas KulshreshthaN. K. Garg","2021","http://link.springer.com/article/10.1007/s40031-021-00546-0","Article"
"Uncertain time series analysis with imprecise observations","Fuzzy Optimization and Decision Making","","18","3","10.1007/s10700-018-9298-z","Xiangfeng YangBaoding Liu","2019","http://link.springer.com/article/10.1007/s10700-018-9298-z","Article"
"Estimation and forecasting of PM10 air pollution in Ankara via time series and harmonic regressions","International Journal of Environmental Science and Technology","","17","8","10.1007/s13762-020-02705-0","Y. AkdiY. OkkaoğluE. GölverenM. E. Yücel","2020","http://link.springer.com/article/10.1007/s13762-020-02705-0","Article"
"Using big data to predict pertussis infections in Jinan city, China: a time series analysis","International Journal of Biometeorology","","64","1","10.1007/s00484-019-01796-w","Yuzhou ZhangHilary BambrickKerrie MengersenShilu TongLei FengLi ZhangGuifang LiuAiqiang XuWenbiao Hu","2020","http://link.springer.com/article/10.1007/s00484-019-01796-w","Article"
"Introduction to the special issue on “hydro-meteorological time series analysis and their relation to climate change”","Acta Geophysica","","66","3","10.1007/s11600-018-0144-z","Javier EstévezAmanda García MarínJulián Báez BenitezM. Carmen Casas CastilloLuciano Telesca","2018","http://link.springer.com/article/10.1007/s11600-018-0144-z","Article"
"Forecasting hotel daily room demand with transformed data using time series methods","Journal of Revenue and Pricing Management","","22","1","10.1057/s41272-021-00363-6","Naragain PhumchusriPoonnawit Suwatanapongched","2023","http://link.springer.com/article/10.1057/s41272-021-00363-6","Article"
"Generalized Cauchy difference iterative forecasting model for wind speed based on fractal time series","Nonlinear Dynamics","","103","1","10.1007/s11071-020-06150-z","He LiuWanqing SongEnrico Zio","2021","http://link.springer.com/article/10.1007/s11071-020-06150-z","Article"
"Short-term load forecasting based on multivariate time series prediction and weighted neural network with random weights and kernels","Cluster Computing","","22","5","10.1007/s10586-017-1685-7","Kun LangMingyuan ZhangYongbo YuanXijian Yue","2019","http://link.springer.com/article/10.1007/s10586-017-1685-7","Article"
